trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
56,False,"{'a': 0.3800000000000002, 'e': 0.8083177846081319}",30,0,-7.756161300315741,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
57,False,"{'a': 0.38500000000000023, 'e': 0.8029603047045821}",20,0,-16.31444957487587,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
58,False,"{'a': 0.39000000000000024, 'e': 0.7975585739986395}",20,0,-44.66731980593577,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
59,False,"{'a': 0.39500000000000024, 'e': 0.7921139668358131}",35,0,-133.49057463599326,"{0: 25, 1: 0, 2: 7, 3: 1, 4: 2}",0
60,False,"{'a': 0.40000000000000024, 'e': 0.7866278610665532}",30,0,-105.87889163716096,"{0: 20, 1: 0, 2: 9, 3: 0, 4: 1}",0
61,False,"{'a': 0.40500000000000025, 'e': 0.7811016374731093}",20,0,-105.3701130978053,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
62,False,"{'a': 0.41000000000000025, 'e': 0.7755366791988684}",20,0,-39.64174289423554,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
63,False,"{'a': 0.41500000000000026, 'e': 0.769934371180498}",25,0,-126.19187587145885,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
64,False,"{'a': 0.42000000000000026, 'e': 0.7642960995832124}",20,0,-104.45711743762006,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
65,False,"{'a': 0.42500000000000027, 'e': 0.7586232512394792}",20,0,-99.04931946656654,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
66,False,"{'a': 0.43000000000000027, 'e': 0.752917213091474}",20,0,2.2225969331662765,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
67,False,"{'a': 0.4350000000000003, 'e': 0.7471793716375935}",30,0,-82.55831097220553,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
68,False,"{'a': 0.4400000000000003, 'e': 0.7414111123833228}",20,0,-89.36048633625379,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
69,False,"{'a': 0.4450000000000003, 'e': 0.7356138192967557}",20,0,-39.2267186929683,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
70,False,"{'a': 0.4500000000000003, 'e': 0.7297888742690566}",25,0,-159.82408461841405,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
71,False,"{'a': 0.4550000000000003, 'e': 0.723937656580149}",20,0,-124.64705594297237,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
72,False,"{'a': 0.4600000000000003, 'e': 0.7180615423699078}",20,0,-55.17346349978206,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
73,False,"{'a': 0.4650000000000003, 'e': 0.7121619041151298}",30,0,-147.13535456301895,"{0: 17, 1: 0, 2: 12, 3: 0, 4: 1}",0
74,False,"{'a': 0.4700000000000003, 'e': 0.7062401101125462}",20,0,-125.23087050912048,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
75,False,"{'a': 0.4750000000000003, 'e': 0.7002975239681388}",20,0,-22.073350949893616,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
76,False,"{'a': 0.4800000000000003, 'e': 0.6943355040930129}",25,0,-176.57061351844052,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 4}",0
77,False,"{'a': 0.4850000000000003, 'e': 0.6883554032060727}",25,0,-106.67380438081001,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
78,False,"{'a': 0.4900000000000003, 'e': 0.6823585678437399}",20,0,-84.13929613323486,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
79,False,"{'a': 0.49500000000000033, 'e': 0.6763463378769482}",25,0,-74.80904390284168,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
80,False,"{'a': 0.5000000000000003, 'e': 0.6703200460356391}",20,0,-98.13686104038791,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
81,False,"{'a': 0.5050000000000003, 'e': 0.6642810174409794}",25,0,-8.595039585395867,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
82,False,"{'a': 0.5100000000000003, 'e': 0.6582305691455088}",20,0,-19.945680569379377,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
83,False,"{'a': 0.5150000000000003, 'e': 0.6521700096814242}",35,0,-169.5778524367701,"{0: 21, 1: 0, 2: 11, 3: 2, 4: 1}",0
84,False,"{'a': 0.5200000000000004, 'e': 0.6461006386171964}",20,0,-129.71959184361742,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
85,False,"{'a': 0.5250000000000004, 'e': 0.6400237461227073}",25,0,-83.12341574746868,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
86,False,"{'a': 0.5300000000000004, 'e': 0.6339406125430904}",20,0,-99.72339339844946,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
87,False,"{'a': 0.5350000000000004, 'e': 0.6278525079814459}",25,0,-158.47870761125793,"{0: 12, 1: 0, 2: 11, 3: 1, 4: 1}",0
88,False,"{'a': 0.5400000000000004, 'e': 0.6217606918905988}",20,0,-127.8023948663468,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
89,False,"{'a': 0.5450000000000004, 'e': 0.6156664126740554}",20,0,-109.13805353853408,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
90,False,"{'a': 0.5500000000000004, 'e': 0.609570907296309}",20,0,-12.325221621529739,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
91,False,"{'a': 0.5550000000000004, 'e': 0.6034754009026384}",20,0,-41.5439829977194,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
92,False,"{'a': 0.5600000000000004, 'e': 0.5973811064485288}",20,0,-65.15565295102196,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
93,False,"{'a': 0.5650000000000004, 'e': 0.5912892243388471}",25,0,-14.825795080470343,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
94,False,"{'a': 0.5700000000000004, 'e': 0.5852009420768834}",20,0,-186.29387452906727,"{0: 9, 1: 1, 2: 5, 3: 3, 4: 2}",0
95,False,"{'a': 0.5750000000000004, 'e': 0.5791174339233729}",30,0,-144.1239900393033,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
96,False,"{'a': 0.5800000000000004, 'e': 0.5730398605655981}",25,0,-107.0111664321076,"{0: 14, 1: 2, 2: 7, 3: 2, 4: 0}",0
97,False,"{'a': 0.5850000000000004, 'e': 0.5669693687966649}",20,0,-140.72904258331434,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
98,False,"{'a': 0.5900000000000004, 'e': 0.5609070912050396}",20,0,-24.22693062514161,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
99,False,"{'a': 0.5950000000000004, 'e': 0.5548541458744217}",20,0,-65.2393440931606,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
100,False,"{'a': 0.6000000000000004, 'e': 0.5488116360940262}",30,0,-152.3136376494984,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 4}",0
101,False,"{'a': 0.6050000000000004, 'e': 0.5427806500793326}",25,0,-77.07583927609807,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
102,False,"{'a': 0.6100000000000004, 'e': 0.5367622607033576}",25,10,-76.66057042018387,"{0: 8, 1: 0, 2: 5, 3: 2, 4: 0}",1
103,False,"{'a': 0.6150000000000004, 'e': 0.5307575252384956}",25,0,-94.45204561516971,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
104,False,"{'a': 0.6200000000000004, 'e': 0.5247674851089643}",25,0,-132.52723690148827,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
105,False,"{'a': 0.6250000000000004, 'e': 0.5187931656538891}",30,0,-134.02663725554024,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
106,False,"{'a': 0.6300000000000004, 'e': 0.5128355759010427}",25,0,-240.34107259185765,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 5}",0
107,False,"{'a': 0.6350000000000005, 'e': 0.5068957083512605}",30,0,-90.02704256611258,"{0: 20, 1: 2, 2: 6, 3: 2, 4: 0}",0
108,False,"{'a': 0.6400000000000005, 'e': 0.5009745387735351}",25,0,-54.32475624795714,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",1
109,False,"{'a': 0.6450000000000005, 'e': 0.49507302601079106}",20,0,-89.16658896658147,"{0: 10, 1: 1, 2: 9, 3: 0, 4: 0}",0
110,False,"{'a': 0.6500000000000005, 'e': 0.48919211179633126}",20,0,-120.04595875185511,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
111,False,"{'a': 0.6550000000000005, 'e': 0.48333272058094107}",20,0,-15.209782274375286,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
112,False,"{'a': 0.6600000000000005, 'e': 0.47749575937062577}",20,0,-79.61019244003398,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
113,False,"{'a': 0.6650000000000005, 'e': 0.47168211757495415}",25,0,11.843676110777173,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
114,False,"{'a': 0.6700000000000005, 'e': 0.46589266686596903}",30,0,-151.9944701692142,"{0: 20, 1: 0, 2: 7, 3: 1, 4: 2}",0
115,False,"{'a': 0.6750000000000005, 'e': 0.46012826104762394}",35,0,-208.3012413778054,"{0: 20, 1: 1, 2: 10, 3: 2, 4: 2}",0
116,False,"{'a': 0.6800000000000005, 'e': 0.4543897359356935}",30,0,-137.46446509160546,"{0: 20, 1: 0, 2: 8, 3: 0, 4: 2}",0
117,False,"{'a': 0.6850000000000005, 'e': 0.4486779092481017}",25,0,-114.21471123429056,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
118,False,"{'a': 0.6900000000000005, 'e': 0.4429935805056041}",30,0,-111.79406259628354,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
119,False,"{'a': 0.6950000000000005, 'e': 0.43733753094275457}",20,0,-32.44153387366873,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
120,False,"{'a': 0.7000000000000005, 'e': 0.4317105234290794}",25,0,-17.30168488843265,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
121,False,"{'a': 0.7050000000000005, 'e': 0.4261133024003779}",20,0,-144.69280468738097,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
122,False,"{'a': 0.7100000000000005, 'e': 0.42054659380005954}",20,0,-68.67164744055164,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
123,False,"{'a': 0.7150000000000005, 'e': 0.41501110503042454}",30,0,-137.1424753926687,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
124,False,"{'a': 0.7200000000000005, 'e': 0.40950752491378806}",25,0,-158.26376467615054,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
125,False,"{'a': 0.7250000000000005, 'e': 0.4040365236633418}",30,18,-1.020160559840571,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
126,False,"{'a': 0.7300000000000005, 'e': 0.39859875286364305}",25,0,-181.03919765050844,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
127,False,"{'a': 0.7350000000000005, 'e': 0.3931948454606141}",35,5,-71.24116557637909,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",1
128,False,"{'a': 0.7400000000000005, 'e': 0.387825415760933}",25,0,-29.866368171886695,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
129,False,"{'a': 0.7450000000000006, 'e': 0.3824910594406863}",25,0,-105.0068125404962,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
130,False,"{'a': 0.7500000000000006, 'e': 0.3771923535631566}",25,0,-74.62315846244988,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
131,False,"{'a': 0.7550000000000006, 'e': 0.37192985660560757}",25,0,-79.62951316128638,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
132,False,"{'a': 0.7600000000000006, 'e': 0.36670410849492624}",20,0,-84.59871177400557,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
133,False,"{'a': 0.7650000000000006, 'e': 0.36151563065198083}",20,0,-62.6107432762889,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
134,False,"{'a': 0.7700000000000006, 'e': 0.356364926044544}",20,2,-39.43616497191654,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
135,False,"{'a': 0.7750000000000006, 'e': 0.3512524792486307}",30,7,-52.43710598386933,"{0: 15, 1: 0, 2: 8, 3: 0, 4: 0}",1
136,False,"{'a': 0.7800000000000006, 'e': 0.3461787565180941}",30,13,15.866376350561579,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.7850000000000006, 'e': 0.34114420586232275}",20,3,27.38348094649524,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.7900000000000006, 'e': 0.3361492571318734}",20,2,26.32931108989448,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.7950000000000006, 'e': 0.33119432211187533}",30,15,26.124143012769153,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.8000000000000006, 'e': 0.32627979462303924}",25,1,40.905926785658295,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.8050000000000006, 'e': 0.32140605063009525}",30,18,24.509841052608273,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.8100000000000006, 'e': 0.3165734483574903}",20,16,7.3103330048799915,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.8150000000000006, 'e': 0.3117823284121645}",20,15,9.456866725147815,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.8200000000000006, 'e': 0.3070330139132305}",20,0,30.41973311380142,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
145,False,"{'a': 0.8250000000000006, 'e': 0.30232581062837355}",30,20,20.565534317776866,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.8300000000000006, 'e': 0.29766100711678856}",20,0,31.581011800671106,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.8350000000000006, 'e': 0.2930388748784725}",20,0,31.0402662620208,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
148,False,"{'a': 0.8400000000000006, 'e': 0.2884596685096811}",25,9,28.244053517573725,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.8450000000000006, 'e': 0.283923625864367}",20,13,14.601937464725609,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.8500000000000006, 'e': 0.2794309682214071}",25,8,31.850092187591265,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.8550000000000006, 'e': 0.2749819004574308}",30,17,23.20194579202378,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.8600000000000007, 'e': 0.2705766112250578}",25,2,38.216261892185436,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.8650000000000007, 'e': 0.2662152731363522}",25,8,31.039942697074288,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.8700000000000007, 'e': 0.2618980429513043}",35,12,46.76086138865905,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.8750000000000007, 'e': 0.25762506177114347}",25,13,18.89153775964125,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.8800000000000007, 'e': 0.2533964552362914}",25,6,37.40338465949913,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.8850000000000007, 'e': 0.24921233372876272}",20,8,-4.828397695594208,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
158,False,"{'a': 0.8900000000000007, 'e': 0.24507279257881873}",25,3,40.251866235444666,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.8950000000000007, 'e': 0.24097791227568216}",25,0,40.82081849143324,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
160,False,"{'a': 0.9000000000000007, 'e': 0.23692775868212151}",25,13,23.010916197925706,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.9050000000000007, 'e': 0.2329223832527111}",20,16,7.4479909024524495,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.9100000000000007, 'e': 0.22896182325557735}",25,6,34.86969650755542,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.9150000000000007, 'e': 0.22504610199743916}",25,11,23.484930445280185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.9200000000000007, 'e': 0.22117522905175452}",25,3,39.78291515381322,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.9250000000000007, 'e': 0.21734920048978373}",25,5,31.77194277172774,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.9300000000000007, 'e': 0.21356799911438196}",20,16,9.320044357544978,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.9350000000000007, 'e': 0.2098315946963359}",35,13,25.940459970429906,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
168,False,"{'a': 0.9400000000000007, 'e': 0.2061399442130586}",20,12,15.08115428195602,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.9450000000000007, 'e': 0.2024929920894613}",25,16,18.332698706114314,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.9500000000000007, 'e': 0.1988906704408194}",20,6,26.530867517649796,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.9550000000000007, 'e': 0.19533289931745362}",25,17,12.323205056661354,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.9600000000000007, 'e': 0.19181958695104936}",20,12,17.108454030140365,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.9650000000000007, 'e': 0.18835063000243718}",25,15,17.946545652599696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.9700000000000008, 'e': 0.1849259138106625}",25,0,42.0092496851384,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.9750000000000008, 'e': 0.18154531264317258}",20,14,12.445253242211836,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.9800000000000008, 'e': 0.17820868994695135}",20,0,34.4142648003314,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
177,False,"{'a': 0.9850000000000008, 'e': 0.17491589860043685}",25,8,31.86664516800795,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.9900000000000008, 'e': 0.1716667811660556}",25,2,34.218601687159236,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.9950000000000008, 'e': 0.16846117014321385}",25,10,25.085711972093367,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 1, 'e': 0.16529888822158653}",25,15,15.049564094876716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 1, 'e': 0.16365413680270405}",25,13,0.29149153604910305,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
182,False,"{'a': 1, 'e': 0.16202575093388075}",30,15,30.36229769910587,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 1, 'e': 0.16041356777517274}",20,4,30.826390341561527,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
